Target,Doses,Model,Env,Frame,Sample Size,Value
0.3,9,MCA (delta=0.05),0.07,9,30,40.1
0.3,9,MCA (delta=0.05),0.07,10,33,42.5
0.3,9,MCA (delta=0.05),0.07,11,36,44.9
0.3,9,MCA (delta=0.05),0.07,12,39,45.7
0.3,9,MCA (delta=0.05),0.07,13,42,46
0.3,9,MCA (delta=0.05),0.07,14,45,47.4
0.3,9,MCA (delta=0.05),0.07,15,48,48.7
0.3,9,MCA (delta=0.05),0.07,16,51,48.5
0.3,9,MCA (delta=0.05),0.07,17,54,48.3
0.3,9,MCA (delta=0.05),0.07,18,57,48.8
0.3,9,MCA (delta=0.05),0.07,19,60,50.9
0.3,9,MCA (delta=0.05),0.1,0,3,19.5
0.3,9,MCA (delta=0.05),0.1,1,6,22.6
0.3,9,MCA (delta=0.05),0.1,2,9,27.7
0.3,9,MCA (delta=0.05),0.1,3,12,29.1
0.3,9,MCA (delta=0.05),0.1,4,15,32.9
0.3,9,MCA (delta=0.05),0.1,5,18,34.8
0.3,9,MCA (delta=0.05),0.1,6,21,39.9
0.3,9,MCA (delta=0.05),0.1,7,24,43.9
0.3,9,MCA (delta=0.05),0.1,8,27,47.1
0.3,9,MCA (delta=0.05),0.1,9,30,50.8
0.3,9,MCA (delta=0.05),0.1,10,33,51.1
0.3,9,MCA (delta=0.05),0.1,11,36,53.1
0.3,9,MCA (delta=0.05),0.1,12,39,55.2
0.3,9,MCA (delta=0.05),0.1,13,42,56.5
0.3,9,MCA (delta=0.05),0.1,14,45,55.7
0.3,9,MCA (delta=0.05),0.1,15,48,56.1
0.3,9,MCA (delta=0.05),0.1,16,51,57.6
0.3,9,MCA (delta=0.05),0.1,17,54,58.3
0.3,9,MCA (delta=0.05),0.1,18,57,59.7
0.3,9,MCA (delta=0.05),0.1,19,60,61.2
0.3,9,MCA (delta=0.05),0.15,0,3,18.1
0.3,9,MCA (delta=0.05),0.15,1,6,24.4
0.3,9,MCA (delta=0.05),0.15,2,9,30.1
0.3,9,MCA (delta=0.05),0.15,3,12,32.1
0.3,9,MCA (delta=0.05),0.15,4,15,38.7
0.3,9,MCA (delta=0.05),0.15,5,18,45.5
0.3,9,MCA (delta=0.05),0.15,6,21,48.3
0.3,9,MCA (delta=0.05),0.15,7,24,56.6
0.3,9,MCA (delta=0.05),0.15,8,27,62
0.3,9,MCA (delta=0.05),0.15,9,30,64.7
0.3,9,MCA (delta=0.05),0.15,10,33,65.8
0.3,9,MCA (delta=0.05),0.15,11,36,66.5
0.3,9,MCA (delta=0.05),0.15,12,39,68.7
0.3,9,MCA (delta=0.05),0.15,13,42,71.3
0.3,9,MCA (delta=0.05),0.15,14,45,73.1
0.3,9,MCA (delta=0.05),0.15,15,48,73.5
0.3,9,MCA (delta=0.05),0.15,16,51,74.1
0.3,9,MCA (delta=0.05),0.15,17,54,76
0.3,9,MCA (delta=0.05),0.15,18,57,77.5
0.3,9,MCA (delta=0.05),0.15,19,60,77
0.3,9,MCA (delta=0.1),0.05,0,3,18.5
0.3,9,MCA (delta=0.1),0.05,1,6,20.5
0.3,9,MCA (delta=0.1),0.05,2,9,21.8
0.3,9,MCA (delta=0.1),0.05,3,12,23.9
0.3,9,MCA (delta=0.1),0.05,4,15,26
0.3,9,MCA (delta=0.1),0.05,5,18,27.3
0.3,9,MCA (delta=0.1),0.05,6,21,28.3
0.3,9,MCA (delta=0.1),0.05,7,24,30.7
0.3,9,MCA (delta=0.1),0.05,8,27,32.5
0.3,9,MCA (delta=0.1),0.05,9,30,34
0.3,9,MCA (delta=0.1),0.05,10,33,35.1
0.3,9,MCA (delta=0.1),0.05,11,36,35.3
0.3,9,MCA (delta=0.1),0.05,12,39,36
0.3,9,MCA (delta=0.1),0.05,13,42,37.1
0.3,9,MCA (delta=0.1),0.05,14,45,38.7
0.3,9,MCA (delta=0.1),0.05,15,48,38.5
0.3,9,MCA (delta=0.1),0.05,16,51,39.9
0.3,9,MCA (delta=0.1),0.05,17,54,40.2
0.3,9,MCA (delta=0.1),0.05,18,57,40.8
0.3,9,MCA (delta=0.1),0.05,19,60,42.7
0.3,9,MCA (delta=0.1),0.07,0,3,18.1
0.3,9,MCA (delta=0.1),0.07,1,6,22
0.3,9,MCA (delta=0.1),0.07,2,9,24.1
0.3,9,MCA (delta=0.1),0.07,3,12,26.2
0.3,9,MCA (delta=0.1),0.07,4,15,27.7
0.3,9,MCA (delta=0.1),0.07,5,18,30
0.3,9,MCA (delta=0.1),0.07,6,21,32.5
0.3,9,MCA (delta=0.1),0.07,7,24,36.4
0.3,9,MCA (delta=0.1),0.07,8,27,38.6
0.3,9,MCA (delta=0.1),0.07,9,30,40.4
0.3,9,MCA (delta=0.1),0.07,10,33,42.1
0.3,9,MCA (delta=0.1),0.07,11,36,43.2
0.3,9,MCA (delta=0.1),0.07,12,39,45.9
0.3,9,MCA (delta=0.1),0.07,13,42,46.8
0.3,9,MCA (delta=0.1),0.07,14,45,49
0.3,9,MCA (delta=0.1),0.07,15,48,50.6
0.3,9,MCA (delta=0.1),0.07,16,51,51.1
0.3,9,MCA (delta=0.1),0.07,17,54,51.2
0.3,9,MCA (delta=0.1),0.07,18,57,52.8
0.3,9,MCA (delta=0.1),0.07,19,60,52.3
0.3,9,MCA (delta=0.1),0.1,0,3,17.6
0.3,9,MCA (delta=0.1),0.1,1,6,22.2
0.3,9,MCA (delta=0.1),0.1,2,9,27.2
0.3,9,MCA (delta=0.1),0.1,3,12,31.5
0.3,9,MCA (delta=0.1),0.1,4,15,34.3
0.3,9,MCA (delta=0.1),0.1,5,18,37.6
0.3,9,MCA (delta=0.1),0.1,6,21,39.3
0.3,9,MCA (delta=0.1),0.1,7,24,43.5
0.3,9,MCA (delta=0.1),0.1,8,27,46.5
0.3,9,MCA (delta=0.1),0.1,9,30,46.6
0.3,9,MCA (delta=0.1),0.1,10,33,48.6
0.3,9,MCA (delta=0.1),0.1,11,36,49.9
0.3,9,MCA (delta=0.1),0.1,12,39,52.6
0.3,9,MCA (delta=0.1),0.1,13,42,54.3
0.3,9,MCA (delta=0.1),0.1,14,45,53.7
0.3,9,MCA (delta=0.1),0.1,15,48,56.1
0.3,9,MCA (delta=0.1),0.1,16,51,56.2
0.3,9,MCA (delta=0.1),0.1,17,54,57.4
0.3,9,MCA (delta=0.1),0.1,18,57,58.9
0.3,9,MCA (delta=0.1),0.1,19,60,59.6
0.3,9,MCA (delta=0.1),0.15,0,3,19.3
0.3,9,MCA (delta=0.1),0.15,1,6,24.5
0.3,9,MCA (delta=0.1),0.15,2,9,30.9
0.3,9,MCA (delta=0.1),0.15,3,12,35.7
0.3,9,MCA (delta=0.1),0.15,4,15,40.2
0.3,9,MCA (delta=0.1),0.15,5,18,45.1
0.3,9,MCA (delta=0.1),0.15,6,21,50.6
0.3,9,MCA (delta=0.1),0.15,7,24,58.8
0.3,9,MCA (delta=0.1),0.15,8,27,62
0.3,9,MCA (delta=0.1),0.15,9,30,65.7
0.3,9,MCA (delta=0.1),0.15,10,33,67.9
0.3,9,MCA (delta=0.1),0.15,11,36,69.9
0.3,9,MCA (delta=0.1),0.15,12,39,69.7
0.3,9,MCA (delta=0.1),0.15,13,42,73.2
0.3,9,MCA (delta=0.1),0.15,14,45,73.1
0.3,9,MCA (delta=0.1),0.15,15,48,74.9
0.3,9,MCA (delta=0.1),0.15,16,51,76.3
0.3,9,MCA (delta=0.1),0.15,17,54,75.6
0.3,9,MCA (delta=0.1),0.15,18,57,76.1
0.3,9,MCA (delta=0.1),0.15,19,60,76.8
0.3,9,MCA (delta=0.15),0.05,0,3,17.8
0.3,9,MCA (delta=0.15),0.05,1,6,20
0.3,9,MCA (delta=0.15),0.05,2,9,19.7
0.3,9,MCA (delta=0.15),0.05,3,12,22.1
0.3,9,MCA (delta=0.15),0.05,4,15,23.6
0.3,9,MCA (delta=0.15),0.05,5,18,25.8
0.3,9,MCA (delta=0.15),0.05,6,21,26
0.3,9,MCA (delta=0.15),0.05,7,24,28.4
0.3,9,MCA (delta=0.15),0.05,8,27,29.2
0.3,9,MCA (delta=0.15),0.05,9,30,30.7
0.3,9,MCA (delta=0.15),0.05,10,33,32.3
0.3,9,MCA (delta=0.15),0.05,11,36,33.8
0.3,9,MCA (delta=0.15),0.05,12,39,34.3
0.3,9,MCA (delta=0.15),0.05,13,42,35.6
0.3,9,MCA (delta=0.15),0.05,14,45,35.8
0.3,9,MCA (delta=0.15),0.05,15,48,36.2
0.3,9,MCA (delta=0.15),0.05,16,51,36.7
0.3,9,MCA (delta=0.15),0.05,17,54,38.2
0.3,9,MCA (delta=0.15),0.05,18,57,38.9
0.3,9,MCA (delta=0.15),0.05,19,60,39.6
0.3,9,MCA (delta=0.15),0.07,0,3,18.7
0.3,9,MCA (delta=0.15),0.07,1,6,21.7
0.3,9,MCA (delta=0.15),0.07,2,9,23.7
0.3,9,MCA (delta=0.15),0.07,3,12,25
0.3,9,MCA (delta=0.15),0.07,4,15,26.6
0.3,9,MCA (delta=0.15),0.07,5,18,31.2
0.3,9,MCA (delta=0.15),0.07,6,21,32.8
0.3,9,MCA (delta=0.15),0.07,7,24,35.4
0.3,9,MCA (delta=0.15),0.07,8,27,38.6
0.3,9,MCA (delta=0.15),0.07,9,30,40.5
0.3,9,MCA (delta=0.15),0.07,10,33,42.1
0.3,9,MCA (delta=0.15),0.07,11,36,43.8
0.3,9,MCA (delta=0.15),0.07,12,39,46.4
0.3,9,MCA (delta=0.15),0.07,13,42,46
0.3,9,MCA (delta=0.15),0.07,14,45,47.7
0.3,9,MCA (delta=0.15),0.07,15,48,47.8
0.3,9,MCA (delta=0.15),0.07,16,51,49.1
0.3,9,MCA (delta=0.15),0.07,17,54,50.8
0.3,9,MCA (delta=0.15),0.07,18,57,51
0.3,9,MCA (delta=0.15),0.07,19,60,50.8
0.3,9,MCA (delta=0.15),0.1,0,3,19.8
0.3,9,MCA (delta=0.15),0.1,1,6,25
0.3,9,MCA (delta=0.15),0.1,2,9,27.3
0.3,9,MCA (delta=0.15),0.1,3,12,32.8
0.3,9,MCA (delta=0.15),0.1,4,15,35.1
0.3,9,MCA (delta=0.15),0.1,5,18,38.1
0.3,9,MCA (delta=0.15),0.1,6,21,43.1
0.3,9,MCA (delta=0.15),0.1,7,24,45
0.3,9,MCA (delta=0.15),0.1,8,27,48
0.3,9,MCA (delta=0.15),0.1,9,30,48.2
0.3,9,MCA (delta=0.15),0.1,10,33,50.2
0.3,9,MCA (delta=0.15),0.1,11,36,54.4
0.3,9,MCA (delta=0.15),0.1,12,39,55.3
0.3,9,MCA (delta=0.15),0.1,13,42,56.4
0.3,9,MCA (delta=0.15),0.1,14,45,56.2
0.3,9,MCA (delta=0.15),0.1,15,48,57.3
0.3,9,MCA (delta=0.15),0.1,16,51,58
0.3,9,MCA (delta=0.15),0.1,17,54,59.1
0.3,9,MCA (delta=0.15),0.1,18,57,59.5
0.3,9,MCA (delta=0.15),0.1,19,60,59.4
0.3,9,MCA (delta=0.15),0.15,0,3,18
0.3,9,MCA (delta=0.15),0.15,1,6,24.7
0.3,9,MCA (delta=0.15),0.15,2,9,31.1
0.3,9,MCA (delta=0.15),0.15,3,12,34.7
0.3,9,MCA (delta=0.15),0.15,4,15,42.3
0.3,9,MCA (delta=0.15),0.15,5,18,47.6
0.3,9,MCA (delta=0.15),0.15,6,21,50.1
0.3,9,MCA (delta=0.15),0.15,7,24,57.7
0.3,9,MCA (delta=0.15),0.15,8,27,59.8
0.3,9,MCA (delta=0.15),0.15,9,30,65
0.3,9,MCA (delta=0.15),0.15,10,33,66.2
0.3,9,MCA (delta=0.15),0.15,11,36,67.8
0.3,9,MCA (delta=0.15),0.15,12,39,70.6
0.3,9,MCA (delta=0.15),0.15,13,42,71.1
0.3,9,MCA (delta=0.15),0.15,14,45,72
0.3,9,MCA (delta=0.15),0.15,15,48,73.8
0.3,9,MCA (delta=0.15),0.15,16,51,75.2
0.3,9,MCA (delta=0.15),0.15,17,54,75.1
0.3,9,MCA (delta=0.15),0.15,18,57,76.1
0.3,9,MCA (delta=0.15),0.15,19,60,76.5
0.3,9,MCA (delta=0.2),0.05,0,3,17.7
0.3,9,MCA (delta=0.2),0.05,1,6,20.3
0.3,9,MCA (delta=0.2),0.05,2,9,21.7
0.3,9,MCA (delta=0.2),0.05,3,12,22.3
0.3,9,MCA (delta=0.2),0.05,4,15,24.4
0.3,9,MCA (delta=0.2),0.05,5,18,25.5
0.3,9,MCA (delta=0.2),0.05,6,21,26.7
0.3,9,MCA (delta=0.2),0.05,7,24,27.6
0.3,9,MCA (delta=0.2),0.05,8,27,29.3
0.3,9,MCA (delta=0.2),0.05,9,30,30
0.3,9,MCA (delta=0.2),0.05,10,33,30.2
0.3,9,MCA (delta=0.2),0.05,11,36,31.3
0.3,9,MCA (delta=0.2),0.05,12,39,31.5
0.3,9,MCA (delta=0.2),0.05,13,42,33.2
0.3,9,MCA (delta=0.2),0.05,14,45,33.5
0.3,9,MCA (delta=0.2),0.05,15,48,34.1
0.3,9,MCA (delta=0.2),0.05,16,51,34.4
0.3,9,MCA (delta=0.2),0.05,17,54,35.1
0.3,9,MCA (delta=0.2),0.05,18,57,35
0.3,9,MCA (delta=0.2),0.05,19,60,35.3
0.3,9,MCA (delta=0.2),0.07,0,3,18
0.3,9,MCA (delta=0.2),0.07,1,6,22.5
0.3,9,MCA (delta=0.2),0.07,2,9,24.4
0.3,9,MCA (delta=0.2),0.07,3,12,25.5
0.3,9,MCA (delta=0.2),0.07,4,15,28.6
0.3,9,MCA (delta=0.2),0.07,5,18,30.7
0.3,9,MCA (delta=0.2),0.07,6,21,33.1
0.3,9,MCA (delta=0.2),0.07,7,24,36.5
0.3,9,MCA (delta=0.2),0.07,8,27,36.4
0.3,9,MCA (delta=0.2),0.07,9,30,38.3
0.3,9,MCA (delta=0.2),0.07,10,33,40.1
0.3,9,MCA (delta=0.2),0.07,11,36,42.2
0.3,9,MCA (delta=0.2),0.07,12,39,43.2
0.3,9,MCA (delta=0.2),0.07,13,42,44.6
0.3,9,MCA (delta=0.2),0.07,14,45,44.6
0.3,9,MCA (delta=0.2),0.07,15,48,45.5
0.3,9,MCA (delta=0.2),0.07,16,51,46.9
0.3,9,MCA (delta=0.2),0.07,17,54,47.5
0.3,9,MCA (delta=0.2),0.07,18,57,48.2
0.3,9,MCA (delta=0.2),0.07,19,60,49.3
0.3,9,MCA (delta=0.2),0.1,0,3,18
0.3,9,MCA (delta=0.2),0.1,1,6,22.4
0.3,9,MCA (delta=0.2),0.1,2,9,26.1
0.3,9,MCA (delta=0.2),0.1,3,12,29.5
0.3,9,MCA (delta=0.2),0.1,4,15,32.9
0.3,9,MCA (delta=0.2),0.1,5,18,35.8
0.3,9,MCA (delta=0.2),0.1,6,21,39.3
0.3,9,MCA (delta=0.2),0.1,7,24,41.8
0.3,9,MCA (delta=0.2),0.1,8,27,45.2
0.3,9,MCA (delta=0.2),0.1,9,30,47.2
0.3,9,MCA (delta=0.2),0.1,10,33,50.3
0.3,9,MCA (delta=0.2),0.1,11,36,51
0.3,9,MCA (delta=0.2),0.1,12,39,51.9
0.3,9,MCA (delta=0.2),0.1,13,42,53
0.3,9,MCA (delta=0.2),0.1,14,45,53
0.3,9,MCA (delta=0.2),0.1,15,48,54
0.3,9,MCA (delta=0.2),0.1,16,51,55.8
0.3,9,MCA (delta=0.2),0.1,17,54,56.2
0.3,9,MCA (delta=0.2),0.1,18,57,56.7
0.3,9,MCA (delta=0.2),0.1,19,60,57.3
0.3,9,MCA (delta=0.2),0.15,0,3,18.4
0.3,9,MCA (delta=0.2),0.15,1,6,23.8
0.3,9,MCA (delta=0.2),0.15,2,9,29
0.3,9,MCA (delta=0.2),0.15,3,12,36.4
0.3,9,MCA (delta=0.2),0.15,4,15,41.6
0.3,9,MCA (delta=0.2),0.15,5,18,50.1
0.3,9,MCA (delta=0.2),0.15,6,21,53.3
0.3,9,MCA (delta=0.2),0.15,7,24,58.7
0.3,9,MCA (delta=0.2),0.15,8,27,61.5
0.3,9,MCA (delta=0.2),0.15,9,30,63.3
0.3,9,MCA (delta=0.2),0.15,10,33,64.8
0.3,9,MCA (delta=0.2),0.15,11,36,67.4
0.3,9,MCA (delta=0.2),0.15,12,39,69.5
0.3,9,MCA (delta=0.2),0.15,13,42,69.6
0.3,9,MCA (delta=0.2),0.15,14,45,71
0.3,9,MCA (delta=0.2),0.15,15,48,71.5
0.3,9,MCA (delta=0.2),0.15,16,51,72.1
0.3,9,MCA (delta=0.2),0.15,17,54,72.8
0.3,9,MCA (delta=0.2),0.15,18,57,73
0.3,9,MCA (delta=0.2),0.15,19,60,73.9
0.3,9,MCA (random delta),0.05,0,3,16.8
0.3,9,MCA (random delta),0.05,1,6,20
0.3,9,MCA (random delta),0.05,2,9,20.8
0.3,9,MCA (random delta),0.05,3,12,23.1
0.3,9,MCA (random delta),0.05,4,15,24.7
0.3,9,MCA (random delta),0.05,5,18,27.2
0.3,9,MCA (random delta),0.05,6,21,27.4
0.3,9,MCA (random delta),0.05,7,24,29.2
0.3,9,MCA (random delta),0.05,8,27,31.6
0.3,9,MCA (random delta),0.05,9,30,33.1
0.3,9,MCA (random delta),0.05,10,33,35.6
0.3,9,MCA (random delta),0.05,11,36,36.9
0.3,9,MCA (random delta),0.05,12,39,37.2
0.3,9,MCA (random delta),0.05,13,42,37.9
0.3,9,MCA (random delta),0.05,14,45,39
0.3,9,MCA (random delta),0.05,15,48,39.5
0.3,9,MCA (random delta),0.05,16,51,40.1
0.3,9,MCA (random delta),0.05,17,54,40.3
0.3,9,MCA (random delta),0.05,18,57,40.3
0.3,9,MCA (random delta),0.05,19,60,40.6
0.3,9,MCA (random delta),0.07,0,3,17.1
0.3,9,MCA (random delta),0.07,1,6,20.6
0.3,9,MCA (random delta),0.07,2,9,23.9
0.3,9,MCA (random delta),0.07,3,12,26.3
0.3,9,MCA (random delta),0.07,4,15,27.8
0.3,9,MCA (random delta),0.07,5,18,31
0.3,9,MCA (random delta),0.07,6,21,32.2
0.3,9,MCA (random delta),0.07,7,24,35.2
0.3,9,MCA (random delta),0.07,8,27,38.7
0.3,9,MCA (random delta),0.07,9,30,38.9
0.3,9,MCA (random delta),0.07,10,33,43.6
0.3,9,MCA (random delta),0.07,11,36,45
0.3,9,MCA (random delta),0.07,12,39,45.2
0.3,9,MCA (random delta),0.07,13,42,46.4
0.3,9,MCA (random delta),0.07,14,45,46.7
0.3,9,MCA (random delta),0.07,15,48,47.9
0.3,9,MCA (random delta),0.07,16,51,49.3
0.3,9,MCA (random delta),0.07,17,54,49.7
0.3,9,MCA (random delta),0.07,18,57,50
0.3,9,MCA (random delta),0.07,19,60,50.4
0.3,9,MCA (random delta),0.1,0,3,19.2
0.3,9,MCA (random delta),0.1,1,6,22.8
0.3,9,MCA (random delta),0.1,2,9,26.6
0.3,9,MCA (random delta),0.1,3,12,30.2
0.3,9,MCA (random delta),0.1,4,15,33.5
0.3,9,MCA (random delta),0.1,5,18,34.8
0.3,9,MCA (random delta),0.1,6,21,39.1
0.3,9,MCA (random delta),0.1,7,24,42
0.3,9,MCA (random delta),0.1,8,27,43.9
0.3,9,MCA (random delta),0.1,9,30,47.4
0.3,9,MCA (random delta),0.1,10,33,49.3
0.3,9,MCA (random delta),0.1,11,36,50.7
0.3,9,MCA (random delta),0.1,12,39,51.1
0.3,9,MCA (random delta),0.1,13,42,53.6
0.3,9,MCA (random delta),0.1,14,45,54.8
0.3,9,MCA (random delta),0.1,15,48,56.1
0.3,9,MCA (random delta),0.1,16,51,56.3
0.3,9,MCA (random delta),0.1,17,54,57.1
0.3,9,MCA (random delta),0.1,18,57,58
0.3,9,MCA (random delta),0.1,19,60,58.5
0.3,9,MCA (random delta),0.15,0,3,17.5
0.3,9,MCA (random delta),0.15,1,6,23.6
0.3,9,MCA (random delta),0.15,2,9,28.9
0.3,9,MCA (random delta),0.15,3,12,35.2
0.3,9,MCA (random delta),0.15,4,15,39.2
0.3,9,MCA (random delta),0.15,5,18,44.4
0.3,9,MCA (random delta),0.15,6,21,50.9
0.3,9,MCA (random delta),0.15,7,24,54.8
0.3,9,MCA (random delta),0.15,8,27,58.8
0.3,9,MCA (random delta),0.15,9,30,62.6
0.3,9,MCA (random delta),0.15,10,33,65.5
0.3,9,MCA (random delta),0.15,11,36,67
0.3,9,MCA (random delta),0.15,12,39,68.2
0.3,9,MCA (random delta),0.15,13,42,69.6
0.3,9,MCA (random delta),0.15,14,45,70.5
0.3,9,MCA (random delta),0.15,15,48,72.6
0.3,9,MCA (random delta),0.15,16,51,74.6
0.3,9,MCA (random delta),0.15,17,54,74.7
0.3,9,MCA (random delta),0.15,18,57,75.1
0.3,9,MCA (random delta),0.15,19,60,74.9
0.33,3,MCA (delta=0.0),0.05,0,3,35.9
0.33,3,MCA (delta=0.0),0.05,1,6,38.1
0.33,3,MCA (delta=0.0),0.05,2,9,41.3
0.33,3,MCA (delta=0.0),0.05,3,12,41.7
0.33,3,MCA (delta=0.0),0.05,4,15,42.5
0.33,3,MCA (delta=0.0),0.05,5,18,43.4
0.33,3,MCA (delta=0.0),0.05,6,21,44
0.33,3,MCA (delta=0.0),0.05,7,24,44.1
0.33,3,MCA (delta=0.0),0.05,8,27,45
0.33,3,MCA (delta=0.0),0.05,9,30,45.1
0.33,3,MCA (delta=0.0),0.05,10,33,46
0.33,3,MCA (delta=0.0),0.05,11,36,47.1
0.33,3,MCA (delta=0.0),0.05,12,39,46.7
0.33,3,MCA (delta=0.0),0.05,13,42,48.6
0.33,3,MCA (delta=0.0),0.05,14,45,48.7
0.33,3,MCA (delta=0.0),0.05,15,48,48.9
0.33,3,MCA (delta=0.0),0.05,16,51,49.3
0.33,3,MCA (delta=0.0),0.05,17,54,49.6
0.33,3,MCA (delta=0.0),0.05,18,57,49.7
0.33,3,MCA (delta=0.0),0.05,19,60,50.4
0.33,3,MCA (delta=0.0),0.07,0,3,40.5
0.33,3,MCA (delta=0.0),0.07,1,6,42.1
0.33,3,MCA (delta=0.0),0.07,2,9,45.7
0.33,3,MCA (delta=0.0),0.07,3,12,46
0.33,3,MCA (delta=0.0),0.07,4,15,48.7
0.33,3,MCA (delta=0.0),0.07,5,18,48.9
0.33,3,MCA (delta=0.0),0.07,6,21,51.2
0.33,3,MCA (delta=0.0),0.07,7,24,52.1
0.33,3,MCA (delta=0.0),0.07,8,27,52.1
0.33,3,MCA (delta=0.0),0.07,9,30,53.9
0.33,3,MCA (delta=0.0),0.07,10,33,54.3
0.33,3,MCA (delta=0.0),0.07,11,36,55.1
0.33,3,MCA (delta=0.0),0.07,12,39,55.6
0.33,3,MCA (delta=0.0),0.07,13,42,56.2
0.33,3,MCA (delta=0.0),0.07,14,45,56.4
0.33,3,MCA (delta=0.0),0.07,15,48,56.7
0.33,3,MCA (delta=0.0),0.07,16,51,57.1
0.33,3,MCA (delta=0.0),0.07,17,54,57
0.33,3,MCA (delta=0.0),0.07,18,57,57.7
0.33,3,MCA (delta=0.0),0.07,19,60,58.7
0.33,3,MCA (delta=0.0),0.1,0,3,41.4
0.33,3,MCA (delta=0.0),0.1,1,6,45.8
0.33,3,MCA (delta=0.0),0.1,2,9,48.5
0.33,3,MCA (delta=0.0),0.1,3,12,51.5
0.33,3,MCA (delta=0.0),0.1,4,15,52.7
0.33,3,MCA (delta=0.0),0.1,5,18,54.2
0.33,3,MCA (delta=0.0),0.1,6,21,54.1
0.33,3,MCA (delta=0.0),0.1,7,24,55.9
0.33,3,MCA (delta=0.0),0.1,8,27,57.3
0.33,3,MCA (delta=0.0),0.1,9,30,56.3
0.33,3,MCA (delta=0.0),0.1,10,33,58.6
0.33,3,MCA (delta=0.0),0.1,11,36,58.9
0.33,3,MCA (delta=0.0),0.1,12,39,58
0.33,3,MCA (delta=0.0),0.1,13,42,59.9
0.33,3,MCA (delta=0.0),0.1,14,45,60.2
0.33,3,MCA (delta=0.0),0.1,15,48,60.1
0.33,3,MCA (delta=0.0),0.1,16,51,60.8
0.33,3,MCA (delta=0.0),0.1,17,54,61.2
0.33,3,MCA (delta=0.0),0.1,18,57,61.9
0.33,3,MCA (delta=0.0),0.1,19,60,61.6
0.33,3,MCA (delta=0.0),0.15,0,3,43.8
0.33,3,MCA (delta=0.0),0.15,1,6,50.2
0.33,3,MCA (delta=0.0),0.15,2,9,52.3
0.33,3,MCA (delta=0.0),0.15,3,12,57.6
0.33,3,MCA (delta=0.0),0.15,4,15,59
0.33,3,MCA (delta=0.0),0.15,5,18,61.3
0.33,3,MCA (delta=0.0),0.15,6,21,61.8
0.33,3,MCA (delta=0.0),0.15,7,24,65.1
0.33,3,MCA (delta=0.0),0.15,8,27,65.5
0.33,3,MCA (delta=0.0),0.15,9,30,67.6
0.33,3,MCA (delta=0.0),0.15,10,33,69
0.33,3,MCA (delta=0.0),0.15,11,36,68.3
0.33,3,MCA (delta=0.0),0.15,12,39,70.6
0.33,3,MCA (delta=0.0),0.15,13,42,70.2
0.33,3,MCA (delta=0.0),0.15,14,45,70.8
0.33,3,MCA (delta=0.0),0.15,15,48,71
0.33,3,MCA (delta=0.0),0.15,16,51,71.6
0.33,3,MCA (delta=0.0),0.15,17,54,71.6
0.33,3,MCA (delta=0.0),0.15,18,57,72.1
0.33,3,MCA (delta=0.0),0.15,19,60,72.1
0.33,3,MCA (delta=0.05),0.05,0,3,36
0.33,3,MCA (delta=0.05),0.05,1,6,40
0.33,3,MCA (delta=0.05),0.05,2,9,39.6
0.33,3,MCA (delta=0.05),0.05,3,12,39.8
0.33,3,MCA (delta=0.05),0.05,4,15,40.6
0.33,3,MCA (delta=0.05),0.05,5,18,41.5
0.33,3,MCA (delta=0.05),0.05,6,21,42.6
0.33,3,MCA (delta=0.05),0.05,7,24,42.8
0.33,3,MCA (delta=0.05),0.05,8,27,44.3
0.33,3,MCA (delta=0.05),0.05,9,30,45
0.33,3,MCA (delta=0.05),0.05,10,33,45.2
0.33,3,MCA (delta=0.05),0.05,11,36,45.2
0.33,3,MCA (delta=0.05),0.05,12,39,46.8
0.33,3,MCA (delta=0.05),0.05,13,42,46.5
0.33,3,MCA (delta=0.05),0.05,14,45,47.4
0.33,3,MCA (delta=0.05),0.05,15,48,47.7
0.33,3,MCA (delta=0.05),0.05,16,51,47.7
0.33,3,MCA (delta=0.05),0.05,17,54,47.9
0.33,3,MCA (delta=0.05),0.05,18,57,47.8
0.33,3,MCA (delta=0.05),0.05,19,60,48
0.33,3,MCA (delta=0.05),0.07,0,3,41.3
0.33,3,MCA (delta=0.05),0.07,1,6,42.4
0.33,3,MCA (delta=0.05),0.07,2,9,46.2
0.33,3,MCA (delta=0.05),0.07,3,12,47.6
0.33,3,MCA (delta=0.05),0.07,4,15,49.8
0.33,3,MCA (delta=0.05),0.07,5,18,50.5
0.33,3,MCA (delta=0.05),0.07,6,21,51.7
0.33,3,MCA (delta=0.05),0.07,7,24,50.8
0.33,3,MCA (delta=0.05),0.07,8,27,52.6
0.33,3,MCA (delta=0.05),0.07,9,30,52.1
0.33,3,MCA (delta=0.05),0.07,10,33,52.9
0.33,3,MCA (delta=0.05),0.07,11,36,54.2
0.33,3,MCA (delta=0.05),0.07,12,39,53.9
0.33,3,MCA (delta=0.05),0.07,13,42,55.4
0.33,3,MCA (delta=0.05),0.07,14,45,56.3
0.33,3,MCA (delta=0.05),0.07,15,48,56.3
0.33,3,MCA (delta=0.05),0.07,16,51,57.4
0.33,3,MCA (delta=0.05),0.07,17,54,57.5
0.33,3,MCA (delta=0.05),0.07,18,57,57.3
0.33,3,MCA (delta=0.05),0.07,19,60,57.7
0.33,3,MCA (delta=0.05),0.1,0,3,44.1
0.33,3,MCA (delta=0.05),0.1,1,6,45.7
